fxDate,tempMax,tempMin,textDay,textNight,windDirDay,windScaleDay
20240726,26,25,中雨,暴雨,西南风,1
20240727,30,25,小雨,小雨,东南风,2
20240728,31,24,阴,多云,东南风,2
20240729,34,23,多云,多云,东南风,1
20240730,35,24,阴,多云,东南风,1
20240731,34,25,中雨,多云,南风,2
20240801,35,25,阴,晴,西南风,1
20240802,36,25,阴,晴,西南风,1
20240803,38,25,多云,晴,西北风,1
20240804,38,25,多云,多云,北风,1
20240805,37,24,阴,晴,北风,1
20240806,37,25,阴,晴,东风,1
20240807,38,25,小雨,多云,西北风,1
20240808,37,24,阴,多云,西风,1
20240809,36,24,阴,小雨,西南风,1
20240810,35,25,多云,多云,西南风,1
20240811,36,24,小雨,小雨,西南风,1
20240812,33,24,小雨,小雨,西南风,1
20240813,31,23,小雨,阴,西南风,1
20240814,34,24,多云,多云,西北风,1
20240815,32,24,阴,小雨,东北风,1
20240816,32,24,大雨,小雨,东风,1
20240817,31,24,小雨,小雨,东南风,1
20240818,32,24,中雨,中雨,南风,1
20240819,33,24,多云,多云,西南风,1
20240820,32,24,暴雨,大雨,南风,1
20240821,29,24,中雨,小雨,西南风,1
20240822,30,23,小雨,多云,西南风,1
20240823,35,24,阴,小雨,西南风,1
20240824,34,24,阴,多云,东北风,1
20240825,34,23,阴,多云,东风,1
20240826,35,24,阴,晴,西南风,1
20240827,37,25,阴,多云,西北风,1
20240828,32,24,中雨,多云,西北风,1
20240829,31,24,小雨,多云,东风,1
20240830,35,24,雾,多云,西南风,1
20240831,35,23,晴转小雨,晴转小雨,南风,1
20240901,36,25,多云,多云,北风,1
20240902,35,25,多云,晴,东北风,1
20240903,35,23,阴,多云,东北风,1
20240904,32,23,多云,晴,东风,1
20240905,33,24,阴,小雨,东风,2
20240906,34,23,阴,多云,东南风,2
20240907,33,23,中雨,多云,东南风,1
20240908,35,23,小雨,小雨,东风,1
20240909,34,22,多云,晴,东北风,1
20240910,34,22,多云,晴,北风,1
20240911,35,24,多云,多云,西北风,1
20240912,34,24,阴,小雨,东北风,1
20240913,35,23,阴,多云,东北风,1
20240914,33,23,阴,小雨,东北风,1
20240915,32,23,阴,阴,东北风,1
20240916,33,24,雾,多云,东北风,1
20240917,36,21,阴,晴,东北风,2
20240918,35,24,阴,多云,东北风,2
20240919,32,23,阴,多云,北风,1
20240920,35,24,阴,多云,东南风,1
20240921,35,23,阴,中雨,东北风,1
20240922,26,21,阴,小雨,西北风,2
20240923,22,20,中雨,小雨,东北风,1
20240924,26,22,雾,中雨,西北风,1
20240925,29,21,雾,小雨,西北风,1
20240926,30,22,小雨,阴,西北风,1
20240927,31,23,小雨,多云,西北风,1
20240928,32,20,多云,晴,东北风,1
20240929,30,22,多云,多云,东北风,1
20240930,30,21,晴,晴,东北风,1
20241001,28,18,阴,小雨,北风,2
20241002,21,17,阴,多云,西北风,2
20241003,26,17,阴,多云,东北风,2
20241004,22,19,阴,多云,北风,1
20241005,26,20,小雨,晴,东北风,1
20241006,27,21,阴,多云,西北风,2
20241007,23,20,小雨,阴,西北风,1
20241008,21,19,小雨,小雨,西北风,1
20241009,21,19,雾,多云,西北风,1
20241010,27,17,雾,晴,东北风,1
20241011,28,16,多云,晴,东北风,1
20241012,29,18,多云,晴,东北风,1
20241013,29,19,阴,晴,东北风,1
20241014,32,20,雾,多云,东北风,1
20241015,32,21,中雨,多云,东北风,1
20241016,31,19,多云,晴,北风,1
20241017,32,21,雾,晴,东北风,1
20241018,33,21,雾,多云,东北风,0
20241019,31,20,阴,多云,北风,1
20241020,26,18,阴,多云,北风,1
20241021,28,18,多云,晴,北风,1
20241022,28,18,阴,阴,西北风,2
20241023,26,13,阴,多云,北风,2
20241024,26,17,阴,多云,东北风,2
20241025,22,19,阴,阴,北风,1
20241026,26,20,多云,小雨,北风,1
20241027,22,19,雾,小雨,西北风,1
20241028,20,17,小雨,阴,西北风,1
20241029,22,15,阴,多云,东北风,2
20241030,26,18,阴,阴,东北风,2
20241031,21,18,阴,阴,北风,2
20241101,19,16,小雨,阴,西北风,2
20241102,25,17,雾,晴,东北风,1
20241103,26,19,雾,多云,东北风,1
20241104,26,19,雾,阴,西北风,1
20241105,22,13,阴,多云,北风,2
20241106,24,10,阴,晴,东北风,2
20241107,23,11,多云,多云,东北风,2
20241108,25,15,雾,晴,东北风,2
20241109,23,18,多云,多云,北风,1
20241110,26,18,多云,多云,北风,1
20241111,28,18,多云,晴,东北风,1
20241112,26,16,晴,晴,北风,1
20241113,22,19,阴,阴,东风,1
20241114,23,18,阴,阴,东风,1
20241115,26,19,小雨转阴,小雨转阴,西风,1
20241116,27,20,多云转小雨,多云转小雨,北风,1
20241117,29,18,小雨转多云,小雨转多云,北风,1
20241118,21,16,小雨转阴,小雨转阴,北风,1
20241119,18,14,阴,阴,东北风,2
20241120,16,14,阴转小雨,阴转小雨,北风,1
20241121,15,13,中雨,中雨,西北风,2
20241122,15,13,晴,晴,北风,1
20241123,16,13,多云,多云,北风,1
20241124,19,13,晴,晴,东风,1
20241125,17,14,小雨转阴,小雨转阴,西南风,1
20241126,17,8,阴,阴,西北风,2
20241127,18,6,雾,雾,北风,1
20241128,18,4,多云,多云,西北风,1
20241129,17,2,晴,晴,西北风,1
20241130,19,2,晴,晴,东风,1
20241201,23,5,晴,晴,东风,1
20241202,23,8,晴,晴,东南风,1
20241203,23,11,多云,多云,东北风,1
20241204,19,14,阴转小雨,阴转小雨,东风,1
20241205,21,12,晴,晴,北风,1
20241206,16,13,晴,晴,东北风,1
20241207,15,7,阴,阴,西北风,2
20241208,12,8,雾,雾,北风,2
20241209,15,9,雾,雾,东北风,1
20241210,19,12,多云,多云,东风,1
20241211,16,10,阴,阴,南风,1
20241212,12,8,雾,雾,北风,1
20241213,10,6,雾,雾,西北风,2
20241214,12,3,雾,雾,北风,2
20241215,13,0,晴,晴,西北风,1
20241216,15,0,雾,雾,北风,1
20241217,17,0,晴,晴,东风,1
20241218,16,3,晴,晴,北风,1
20241219,13,2,晴,晴,东北风,1
20241220,15,0,晴,晴,东北风,1
20241221,16,2,晴,晴,北风,1
20241222,14,1,晴,晴,北风,1
20241223,15,2,多云,多云,东北风,1
20241224,17,3,阴,阴,北风,1
20241225,18,7,雾,雾,北风,1
20241226,20,10,雾,雾,北风,1
20241227,15,10,阴,阴,西北风,1
20241228,14,3,多云,多云,西北风,1
20241229,15,0,晴,晴,东北风,1
20241230,18,1,晴,晴,东南风,1
20241231,18,5,晴,晴,东北风,1
20250101,18,3,晴,晴,东风,1
20250102,20,6,晴,晴,北风,1
20250103,18,5,晴,晴,东风,1
20250104,18,3,晴,晴,东风,1
20250105,19,5,晴,晴,北风,1
20250106,18,2,晴,晴,北风,2
20250107,17,1,多云,多云,北风,2
20250108,18,4,多云,多云,西北风,2
20250109,15,5,多云,多云,北风,3
20250110,13,2,多云,多云,北风,2
20250111,13,0,晴,晴,西北风,2
20250112,17,-3,晴,晴,北风,2
20250113,18,2,晴,晴,北风,1
20250114,19,5,晴,晴,北风,2
20250115,16,5,晴,晴,北风,3
20250116,14,1,晴,晴,西北风,2
20250117,15,0,晴,晴,东北风,1
20250118,16,3,晴,晴,北风,2
20250119,18,3,晴,晴,北风,1
20250120,19,5,晴,晴,东北风,1
20250121,21,6,晴,晴,北风,2
20250122,18,9,多云,多云,东风,1
20250123,22,7,晴,晴,东北风,2
20250124,21,11,多云,多云,北风,1
20250125,21,11,多云,多云,北风,2
20250126,13,4,中雨,中雨,西北风,2
20250127,11,1,多云,多云,北风,2
20250128,15,1,多云,多云,北风,2
20250129,16,1,晴,晴,东北风,2
20250130,20,5,多云,多云,东北风,2
20250131,23,8,多云,多云,东北风,2
20250201,23,11,多云,多云,西北风,2
20250202,13,9,小雨,小雨,西北风,2
20250203,9,6,小雨,小雨,西北风,2
20250204,12,4,多云,多云,北风,2
20250205,15,2,多云,多云,北风,2
20250206,11,6,阴,阴,东北风,2
20250207,7,4,小雨,小雨,西北风,2
20250208,10,1,晴,晴,北风,2
20250209,12,-1,晴,晴,东北风,2
20250210,16,3,多云,多云,北风,2
20250211,22,11,多云,多云,东南风,2
20250212,22,11,多云,多云,西北风,2
20250213,17,8,多云,多云,西北风,2
20250214,23,8,多云,多云,东北风,2
20250215,25,11,多云,多云,西北风,3
20250216,20,11,多云,多云,北风,2
20250217,19,11,阴,阴,北风,2
20250218,10,9,小雨,小雨,北风,2
20250219,16,9,阴,阴,北风,2
20250220,16,9,小雨,小雨,北风,2
20250221,10,9,小雨,小雨,北风,2
20250222,14,9,小雨,小雨,北风,2
20250223,9,6,小雨,小雨,西北风,2
20250224,14,5,多云,多云,北风,2
20250225,17,6,多云,多云,北风,2
20250226,18,10,阴,阴,南风,1
20250227,19,12,小雨,小雨,南风,2
20250228,25,12,晴,晴,东南风,2
20250301,25,13,多云,多云,南风,2
20250302,29,16,多云,多云,南风,2
20250303,30,17,中雨,中雨,西风,3
20250304,22,13,中雨,中雨,西北风,2
20250305,13,11,中雨,中雨,北风,2
20250306,11,9,小雨,小雨,西北风,2
20250307,11,9,小雨,小雨,西北风,2
20250308,17,8,多云,多云,东北风,2
20250309,22,12,多云,多云,东北风,2
20250310,25,16,多云,多云,北风,1
20250311,29,17,多云,多云,东北风,1
20250312,31,20,多云,多云,西风,3
20250313,27,20,中雨,中雨,北风,2
20250314,25,20,中雨,中雨,西风,3
20250315,20,12,中雨,中雨,西北风,2
20250316,13,8,雾转小雨,雾转小雨,西北风,2
20250317,17,7,多云,多云,西北风,3
20250318,18,8,多云,多云,北风,2
20250319,19,9,晴,晴,西北风,2
20250320,20,10,晴,晴,北风,2
20250321,23,11,晴,晴,北风,2
20250322,26,12,晴,晴,北风,1
20250323,28,14,晴,晴,南风,2
20250324,28,17,晴,晴,西北风,2
20250325,33,18,晴,晴,西风,3
20250326,36,20,晴,晴,西南风,4
20250327,36,20,小雨,小雨,西风,3
20250328,23,11,中雨,中雨,西北风,2
20250329,15,10,中雨,中雨,北风,2
20250330,10,7,小雨,小雨,东风,1
20250331,9,8,小雨,小雨,北风,2
20250401,14,8,多云,多云,北风,2
20250402,15,3,晴,晴,东风,1
20250403,25,11,晴,晴,东南风,1
20250404,26,13,阴,阴,东北风,2
20250405,17,15,小雨,小雨,东北风,1
20250406,26,13,多云,多云,东北风,1
20250407,27,16,多云,多云,南风,1
20250408,29,18,阴,阴,北风,2
20250409,27,20,小雨,小雨,南风,2
20250410,27,20,中雨,中雨,西北风,2
20250411,30,20,小雨,小雨,南风,2
20250412,23,11,大雨,大雨,西风,3
20250413,22,10,多云,多云,西风,2
20250414,27,12,多云,多云,西北风,4
20250415,27,15,多云,多云,西南风,1
20250416,31,16,多云,多云,西风,2
20250417,27,19,阴,阴,南风,2
20250418,31,19,多云,多云,南风,2
20250419,31,20,大雨,大雨,西北风,4
20250420,27,21,中雨,中雨,东北风,2
20250421,31,23,小雨,小雨,南风,2
20250422,32,22,小雨,小雨,西风,3
20250423,28,22,中雨,中雨,西北风,3
20250424,26,21,大雨,大雨,南风,2
20250425,22,18,中雨,中雨,西北风,2
20250426,22,18,小雨,小雨,东北风,2
20250427,25,19,中雨,中雨,西风,1
20250428,26,18,小雨,小雨,西北风,2
20250429,29,17,多云,多云,东北风,2
20250430,30,19,小雨,小雨,西风,2
20250501,30,20,小雨,小雨,西北风,3
20250502,31,19,多云,多云,东风,2
20250503,33,20,小雨,小雨,南风,2
20250504,30,22,大雨,大雨,西风,2
20250505,27,22,中雨,中雨,西南风,2
20250506,24,14,阴,阴,东南风,1
20250507,25,21,中雨,中雨,东风,2
20250508,30,21,小雨,小雨,南风,3
20250509,26,21,中雨,中雨,北风,2
20250510,29,20,多云,多云,西北风,2
20250511,25,15,小雨,小雨,西北风,2
20250512,28,15,晴,晴,北风,1
20250513,30,16,多云,多云,东北风,2
20250514,33,18,晴,晴,东北风,2
20250515,33,21,小雨,小雨,南风,2
20250516,28,22,小雨,小雨,北风,2
20250517,26,23,中雨,中雨,南风,1
20250518,28,23,中雨,中雨,西南风,2
20250519,27,23,小雨,小雨,南风,2
20250520,26,22,小雨,小雨,南风,2
20250521,34,23,小雨,小雨,西风,3
20250522,33,23,中雨,中雨,东风,2
20250523,27,22,中雨,中雨,西南风,3
20250524,18,16,阴,阴,西北风,1
20250525,22,19,小雨,小雨,西北风,1
20250526,24,18,小雨,小雨,东风,2
20250527,30,17,阴,阴,东北风,2
20250528,21,20,大雨,大雨,南风,2
20250529,21,20,小雨,小雨,东北风,2
20250530,28,20,阴,阴,东南风,2
20250531,31,20,阴,阴,南风,2
20250601,33,23,阴,阴,南风,2
20250602,34,24,中雨,中雨,西风,3
20250603,27,23,小雨,小雨,西北风,2
20250604,25,23,阴,阴,北风,1
20250605,33,21,多云,多云,北风,2
20250606,34,21,小雨,小雨,东南风,1
20250607,35,24,多云,多云,南风,1
20250608,34,25,小雨,小雨,南风,2
20250609,33,25,小雨,小雨,南风,2
20250610,33,24,中雨,中雨,西北风,2
20250611,35,23,小雨,小雨,西北风,2
20250612,32,24,小雨,小雨,东北风,2
20250613,34,24,小雨,小雨,南风,2
20250614,32,25,中雨,中雨,南风,2
20250615,33,24,小雨,小雨,西风,3
20250616,33,22,阴,阴,南风,3
20250617,29,21,小雨,小雨,南风,2
20250618,34,22,阴,阴,南风,2
20250619,33,23,阴,阴,东南风,3
20250620,34,23,阴,阴,东南风,2
20250621,34,24,小雨,小雨,西南风,2
20250622,35,24,阴,阴,西风,3
20250623,35,25,多云,多云,西南风,3
20250624,35,24,小雨,小雨,北风,2
20250625,37,24,小雨,小雨,西风,2
20250626,37,24,多云,多云,东风,2
20250627,36,24,小雨,小雨,东风,2
20250628,36,24,多云,多云,西风,2
20250629,36,24,小雨,小雨,东南风,2
20250630,35,25,阴,阴,东北风,2
20250701,35,25,小雨,小雨,东北风,2
20250702,38,25,多云,多云,东北风,2
20250703,38,25,晴,晴,东南风,2
20250704,36,23,多云,多云,东风,3
20250705,37,25,小雨,小雨,北风,2
20250706,35,24,小雨,小雨,东北风,3
20250707,38,24,多云,多云,西北风,3
20250708,38,24,小雨,小雨,西北风,3
20250709,26,24,小雨,小雨,东北风,2
20250710,30,26,小雨,小雨,东风,3
20250711,30,26,阴,阴,东南风,2
20250712,30,26,阴,阴,东南风,2
20250713,33,27,小雨,小雨,西北风,2
20250714,36,26,小雨,小雨,西风,2
20250715,37,26,多云,多云,北风,2
20250716,37,27,小雨,小雨,西北风,2
20250717,36,28,小雨,小雨,北风,2
20250718,36,27,小雨,小雨,东风,2
20250719,35,27,阴,阴,东北风,3
20250720,33,28,小雨,小雨,东风,3
20250721,30,27,小雨,小雨,东风,2
20250722,29,27,小雨,小雨,东南风,2
20250723,33,26,小雨,小雨,东北风,2
20250724,36,26,多云,多云,东北风,2
20250725,34,25,小雨,小雨,东北风,2
20250726,33,27,中雨,中雨,北风,2
20250727,34,27,小雨,小雨,北风,2
20250728,35,27,小雨,小雨,北风,2
20250729,35,27,小雨,小雨,西南风,1
20250730,37,27,小雨,小雨,西北风,2
20250731,36,26,阴,阴,南风,1
20250801,35,27,小雨,小雨,西南风,2
20250802,35,27,小雨,小雨,西风,2
20250803,34,27,小雨,小雨,南风,2
20250804,34,27,小雨,小雨,南风,2
20250805,31,27,中雨,中雨,东南风,2
20250806,32,27,小雨,小雨,南风,2
20250807,33,26,多云,多云,西风,3
20250808,38,25,阴,阴,西风,2
20250809,40,26,阴,阴,南风,2
20250810,39,27,阴,阴,南风,2
20250811,37,27,小雨,小雨,西南风,2
20250812,37,27,小雨,小雨,南风,2
20250813,37,27,多云,多云,东北风,3
20250814,34,27,小雨,小雨,东南风,4
20250815,36,25,多云,多云,东风,3
20250816,37,25,多云,多云,东北风,2
20250817,37,25,多云,多云,东风,3
20250818,37,26,多云,多云,南风,2
20250819,37,26,小雨,小雨,西南风,2
20250820,34,26,多云,多云,西风,3
20250821,34,26,中雨,中雨,西南风,2
20250822,36,26,多云,多云,北风,2
20250823,38,26,小雨,小雨,西风,2
20250824,37,26,小雨,小雨,西南风,2
20250825,37,25,小雨,小雨,西南风,2
20250826,37,25,多云,多云,北风,2
20250827,36,25,多云,多云,东风,3
20250828,38,25,多云,多云,东风,2
20250829,38,26,多云,多云,东风,3
20250830,38,26,多云,多云,西南风,2
20250831,38,26,小雨,小雨,西风,2
20250901,38,26,小雨,小雨,南风,1
20250902,35,26,小雨,小雨,南风,2
20250903,37,26,多云,多云,南风,1
20250904,37,26,小雨,小雨,南风,2
20250905,36,26,小雨,小雨,南风,2
20250906,38,26,多云,多云,南风,1
20250907,36,26,多云,多云,北风,2
20250908,33,26,多云,多云,东南风,3
20250909,35,26,小雨,小雨,西南风,2
20250910,34,26,小雨,小雨,东南风,2
20250911,36,26,小雨,小雨,西南风,2
20250912,36,26,多云,多云,南风,2
20250913,37,26,多云,多云,西风,2
20250914,37,26,小雨,小雨,西南风,2
20250915,39,25,晴,晴,南风,1
20250916,38,26,多云,多云,东风,2
20250917,38,25,晴,晴,东北风,2
20250918,36,25,小雨,小雨,东风,3
20250919,33,26,中雨,中雨,东南风,2
20250920,30,25,中雨,中雨,东北风,1
20250921,34,25,中雨,中雨,北风,2
20250922,33,24,多云,多云,东北风,3
20250923,30,26,小雨,小雨,东北风,2
20250924,30,26,大雨,大雨,北风,2
20250925,34,25,小雨,小雨,东风,2
20250926,34,24,小雨,小雨,东北风,2
20250927,35,25,多云,多云,东北风,2
20250928,35,25,晴,晴,东风,1
20250929,35,26,小雨,小雨,西北风,2
20250930,35,25,小雨,小雨,西风,2
20251001,36,26,多云,多云,西南风,2
20251002,36,25,多云,多云,东风,2
20251003,37,25,晴,晴,南风,1
20251004,36,25,多云,多云,南风,1
20251005,30,21,晴,晴,南风,2
20251006,37,25,小雨,小雨,南风,2
20251007,36,25,晴,晴,东北风,2
20251008,36,25,晴,晴,东风,2
20251009,37,25,晴,晴,南风,1
20251010,36,24,晴,晴,东南风,1
20251011,36,23,多云,多云,东风,2
20251012,36,24,多云,多云,东风,2
20251013,35,24,小雨,小雨,西风,2
20251014,32,24,小雨,小雨,东北风,2
20251015,33,24,中雨,中雨,西南风,1
20251016,33,24,小雨,小雨,东南风,1
20251017,33,23,晴,晴,东南风,1
20251018,33,23,多云,多云,东北风,2
20251019,30,23,小雨,小雨,北风,2
20251020,26,21,小雨,小雨,北风,2
20251021,22,18,阴,阴,北风,2
20251022,24,18,小雨,小雨,北风,2
20251023,25,16,阴,阴,北风,2
20251024,26,18,多云,多云,东北风,2
20251025,27,19,多云,多云,北风,2
20251026,28,20,多云,多云,北风,2
20251027,25,18,多云,多云,北风,2
20251028,26,18,阴,阴,东北风,2
20251029,27,18,多云,多云,东风,2
20251030,25,19,阴,阴,北风,2
20251031,26,19,小雨,小雨,西北风,2
20251101,26,19,多云,多云,北风,2
20251102,23,18,阴,阴,北风,3
20251103,20,17,小雨,小雨,北风,2
20251104,18,14,中雨,中雨,西北风,2
20251105,25,16,阴,阴,东北风,2
20251106,28,17,晴,晴,北风,2
20251107,29,19,晴,晴,东北风,1
20251108,28,21,小雨,小雨,西北风,2
20251109,26,22,小雨,小雨,西北风,2
20251110,25,19,阴,阴,北风,2
20251111,22,18,阴,阴,北风,2
20251112,20,17,小雨,小雨,西北风,2
20251113,22,17,阴,阴,西北风,1
