fxDate,tempMax,tempMin,textDay,textNight,windDirDay,windScaleDay
20240613,24,23,大雨,大雨,西南风,1
20240614,27,23,暴雨,暴雨,西南风,1
20240615,24,23,暴雨,暴雨,东南风,1
20240616,27,22,大雨,大雨,东南风,1
20240617,24,22,大雨,大雨,西南风,1
20240618,28,23,雾,小雨,东南风,1
20240619,32,24,雾,阴,南风,1
20240620,31,25,阴,多云,西南风,1
20240621,35,25,雾,多云,西南风,2
20240622,35,24,多云,阴,西南风,2
20240623,35,25,阴,阴,西风,1
20240624,32,24,小雨,小雨,西风,1
20240625,29,23,中雨,中雨,西北风,1
20240626,26,22,小雨,小雨,东北风,1
20240627,30,23,雾,阴,西南风,0
20240628,29,24,雾,阴,东南风,1
20240629,32,25,阴,多云,南风,2
20240630,31,25,阴,阴,西南风,2
20240701,31,25,阴,阴,东南风,1
20240702,33,25,阴,多云,西南风,2
20240703,34,24,多云,晴,西南风,1
20240704,35,26,阴,晴,西南风,2
20240705,36,24,阴,晴,东南风,2
20240706,35,24,阴,晴,西南风,2
20240707,36,25,阴,多云,南风,2
20240708,36,24,多云,多云,西南风,2
20240709,34,25,阴,多云,西南风,1
20240710,34,24,小雨,多云,西南风,1
20240711,35,25,阴,多云,西南风,2
20240712,34,25,阴,多云,西南风,2
20240713,34,25,阴,晴,西南风,1
20240714,37,25,阴,多云,西南风,1
20240715,37,25,阴,多云,东南风,1
20240716,35,25,阴,多云,东南风,1
20240717,35,25,雾,多云,南风,1
20240718,36,25,阴,晴,西南风,2
20240719,36,25,阴,多云,东南风,1
20240720,37,26,多云,多云,西南风,1
20240721,37,25,多云,多云,东南风,1
20240722,37,26,多云,多云,东南风,1
20240723,37,25,多云,多云,东风,1
20240724,37,26,阴,阴,东北风,1
20240725,32,25,阴,中雨,西北风,2
20240726,28,23,大雨,暴雨,西北风,1
20240727,30,25,小雨,阴,东南风,2
20240728,30,24,小雨,阴,东南风,2
20240729,33,25,阴,晴,东南风,2
20240730,32,25,雾,多云,东南风,1
20240731,32,25,阴,晴,东南风,1
20240801,33,25,多云,晴,西南风,1
20240802,36,25,阴,晴,西南风,1
20240803,37,25,多云,晴,西南风,1
20240804,38,25,阴,晴,北风,1
20240805,37,25,多云,多云,东北风,1
20240806,37,25,阴,晴,东北风,1
20240807,36,24,多云,多云,东北风,1
20240808,36,25,阴,晴,东南风,1
20240809,37,25,多云,多云,东南风,1
20240810,35,25,多云,晴,东南风,1
20240811,37,25,多云,多云,东南风,1
20240812,34,23,多云,阴,西南风,0
20240813,31,24,阴,阴,西南风,1
20240814,32,24,阴,阴,东北风,1
20240815,33,24,阴,阴,东风,0
20240816,33,24,多云,阴,东南风,2
20240817,31,24,阴,阴,东南风,1
20240818,32,24,小雨,小雨,东南风,1
20240819,30,24,阴,小雨,东南风,1
20240820,28,25,小雨,中雨,东南风,1
20240821,30,24,中雨,小雨,西风,1
20240822,32,23,多云,阴,东南风,1
20240823,34,24,多云,晴,东南风,1
20240824,35,24,多云,多云,东南风,1
20240825,34,24,雾,多云,东风,1
20240826,35,24,多云,多云,东风,1
20240827,34,24,小雨,小雨,西北风,2
20240828,31,23,阴,多云,西北风,2
20240829,31,24,小雨,多云,西南风,1
20240830,34,25,阴,晴,东南风,1
20240831,35,24,多云转小雨,多云转小雨,西北风,1
20240901,37,26,阴,多云,北风,1
20240902,35,25,中雨,晴,东风,1
20240903,34,24,小雨,多云,东北风,1
20240904,34,24,多云,晴,东南风,2
20240905,34,24,多云,晴,东南风,2
20240906,33,24,阴,晴,东南风,2
20240907,34,24,阴,多云,东风,1
20240908,34,23,阴,晴,东北风,1
20240909,34,24,阴,晴,东风,1
20240910,34,22,小雨,晴,西北风,1
20240911,34,23,雾,多云,西北风,2
20240912,34,25,多云,阴,西北风,1
20240913,34,23,多云,多云,东北风,1
20240914,34,24,阴,阴,南风,1
20240915,34,24,多云,多云,东北风,1
20240916,35,24,阴,阴,西北风,1
20240917,36,22,阴,晴,东风,1
20240918,36,23,多云,阴,东南风,1
20240919,31,23,阴,中雨,西北风,1
20240920,34,25,雾,多云,南风,1
20240921,33,21,雾,小雨,西北风,1
20240922,26,20,阴,小雨,西北风,1
20240923,22,18,中雨,小雨,北风,1
20240924,23,20,小雨,小雨,西北风,1
20240925,25,22,阴,小雨,西南风,1
20240926,25,21,小雨,小雨,西北风,1
20240927,29,22,阴,多云,西北风,1
20240928,31,21,多云,晴,东风,2
20240929,31,22,多云,晴,东南风,2
20240930,30,21,晴,晴,东北风,1
20241001,29,17,多云,阴,西北风,2
20241002,23,14,多云,多云,西北风,1
20241003,25,14,晴,晴,西北风,2
20241004,26,17,多云,多云,东北风,1
20241005,28,19,阴,多云,西北风,1
20241006,28,20,阴,小雨,西北风,1
20241007,24,18,阴,阴,西北风,2
20241008,22,17,雾,阴,西北风,2
20241009,22,16,多云,晴,西北风,1
20241010,27,14,多云,晴,东北风,1
20241011,27,14,多云,晴,东风,1
20241012,27,17,多云,晴,东南风,1
20241013,28,19,多云,晴,东南风,1
20241014,31,20,多云,阴,东南风,1
20241015,28,20,多云,多云,西北风,1
20241016,28,20,阴,多云,西北风,1
20241017,29,20,多云,晴,东南风,1
20241018,32,20,多云,小雨,南风,1
20241019,27,17,多云,小雨,西北风,2
20241020,24,16,阴,多云,西北风,1
20241021,26,18,多云,晴,西北风,1
20241022,26,15,阴,多云,西北风,2
20241023,24,9,阴,晴,西北风,2
20241024,25,14,雾,晴,西北风,1
20241025,23,18,阴,阴,西北风,1
20241026,24,19,阴,阴,西北风,1
20241027,20,16,小雨,小雨,西北风,1
20241028,21,15,阴,阴,西北风,1
20241029,23,14,多云,多云,西北风,1
20241030,24,16,多云,阴,东北风,1
20241031,22,14,阴,阴,北风,1
20241101,20,15,阴,多云,西风,2
20241102,25,15,多云,晴,西北风,1
20241103,27,17,多云,小雨,西北风,1
20241104,23,16,阴,小雨,西北风,2
20241105,25,10,多云,多云,西北风,1
20241106,23,8,多云,晴,东北风,1
20241107,20,10,小雨,晴,东风,1
20241108,23,12,多云,多云,东风,1
20241109,25,17,多云,小雨,东南风,1
20241110,24,15,阴,晴,西北风,1
20241111,26,15,多云,晴,东北风,1
20241112,26,15,晴,晴,西北风,1
20241113,24,18,多云,多云,东风,1
20241114,25,20,阴转小雨,阴转小雨,东南风,1
20241115,22,19,阴转中雨,阴转中雨,东风,1
20241116,26,19,阴转小雨,阴转小雨,西北风,1
20241117,26,16,阴转小雨,阴转小雨,西北风,2
20241118,16,13,阴,阴,西北风,2
20241119,19,12,阴,阴,东风,1
20241120,18,12,多云,多云,西北风,2
20241121,15,12,小雨,小雨,西北风,1
20241122,16,12,晴,晴,西北风,1
20241123,18,9,晴,晴,西北风,1
20241124,18,13,多云,多云,东风,1
20241125,18,10,小雨转阴,小雨转阴,东风,1
20241126,15,6,阴,阴,西风,2
20241127,16,3,晴,晴,西北风,1
20241128,16,2,晴,晴,西北风,1
20241129,16,1,多云,多云,西北风,1
20241130,17,0,晴,晴,北风,1
20241201,20,2,晴,晴,东南风,1
20241202,22,6,晴,晴,东北风,1
20241203,19,11,多云,多云,北风,1
20241204,21,12,晴转小雨,晴转小雨,东风,1
20241205,16,11,晴,晴,西北风,1
20241206,14,11,小雨,小雨,北风,1
20241207,11,9,小雨,小雨,北风,1
20241208,12,6,雾,雾,西北风,1
20241209,12,6,阴,阴,东风,1
20241210,15,9,雾,雾,东风,1
20241211,12,5,阴,阴,西北风,2
20241212,9,5,雾,雾,西北风,1
20241213,9,4,雾,雾,西北风,2
20241214,10,1,晴,晴,西北风,2
20241215,11,-1,晴,晴,西北风,2
20241216,13,0,多云,多云,西北风,1
20241217,16,-1,晴,晴,东北风,1
20241218,14,0,雾,雾,西北风,2
20241219,10,-1,晴,晴,北风,1
20241220,13,-2,晴,晴,西北风,1
20241221,13,0,晴,晴,西北风,1
20241222,13,0,晴,晴,西北风,1
20241223,12,1,多云,多云,西北风,1
20241224,15,0,多云,多云,西北风,1
20241225,15,4,晴,晴,西北风,1
20241226,17,8,阴,阴,西北风,1
20241227,12,7,雾,雾,西北风,1
20241228,11,1,晴,晴,西北风,2
20241229,13,-2,晴,晴,北风,1
20241230,13,0,晴,晴,东南风,1
20241231,17,5,晴,晴,北风,1
20250101,16,0,晴,晴,东风,1
20250102,18,2,晴,晴,西北风,1
20250103,17,3,晴,晴,北风,1
20250104,17,2,晴,晴,南风,1
20250105,16,3,晴,晴,西北风,1
20250106,16,1,多云,多云,西北风,1
20250107,16,1,多云,多云,西北风,1
20250108,12,4,多云,多云,西北风,3
20250109,9,2,小雨,小雨,西北风,3
20250110,11,-1,晴,晴,西北风,2
20250111,11,-3,晴,晴,西北风,3
20250112,15,-4,晴,晴,西北风,3
20250113,16,0,晴,晴,东风,2
20250114,19,3,晴,晴,西风,2
20250115,15,3,晴,晴,西北风,3
20250116,14,-1,晴,晴,西北风,3
20250117,15,-2,晴,晴,东风,2
20250118,17,1,晴,晴,东北风,2
20250119,19,2,晴,晴,西北风,2
20250120,20,4,晴,晴,东北风,2
20250121,20,4,晴,晴,东南风,2
20250122,21,5,多云,多云,东北风,2
20250123,23,7,晴,晴,东风,2
20250124,23,8,多云,多云,东风,2
20250125,14,12,中雨,中雨,东风,2
20250126,11,3,中雨,中雨,西风,3
20250127,11,1,晴,晴,西北风,3
20250128,12,0,晴,晴,西北风,3
20250129,15,0,轻度雾霾,轻度雾霾,东风,2
20250130,16,3,多云,多云,东风,2
20250131,19,9,阴,阴,东北风,2
20250201,16,10,阴,阴,西北风,2
20250202,11,8,阴,阴,西北风,2
20250203,8,4,阴,阴,西风,2
20250204,12,1,晴,晴,西北风,2
20250205,15,1,多云,多云,北风,2
20250206,11,6,小雨,小雨,西北风,1
20250207,10,3,小雨,小雨,西风,2
20250208,9,-1,多云,多云,西北风,3
20250209,12,-2,晴,晴,西风,2
20250210,14,1,多云,多云,东风,2
20250211,19,9,多云,多云,东南风,2
20250212,20,9,多云,多云,西北风,4
20250213,16,5,多云,多云,东北风,2
20250214,19,6,多云,多云,东北风,2
20250215,15,10,小雨,小雨,西北风,2
20250216,17,8,阴,阴,西北风,3
20250217,12,7,小雨,小雨,西北风,2
20250218,10,7,阴,阴,西北风,1
20250219,9,8,小雨,小雨,东北风,2
20250220,9,8,中雨,中雨,西北风,2
20250221,11,8,阴,阴,西北风,2
20250222,8,7,中雨,中雨,东风,1
20250223,7,5,阴,阴,西北风,2
20250224,13,4,多云,多云,东风,2
20250225,16,5,多云,多云,北风,2
20250226,16,8,阴,阴,东风,2
20250227,16,11,小雨,小雨,东南风,2
20250228,23,10,多云,多云,东南风,2
20250301,25,13,多云,多云,东南风,2
20250302,29,14,晴,晴,南风,2
20250303,28,14,中雨,中雨,西风,3
20250304,13,9,小雨,小雨,西风,2
20250305,11,8,小雨,小雨,西北风,2
20250306,9,7,小雨,小雨,西风,2
20250307,7,4,小雨,小雨,西北风,2
20250308,17,5,多云,多云,东风,1
20250309,19,9,阴,阴,东风,1
20250310,19,13,小雨,小雨,东北风,2
20250311,26,14,小雨,小雨,东风,2
20250312,28,18,中雨,中雨,西风,2
20250313,25,19,小雨,小雨,西北风,2
20250314,22,17,阴,阴,西北风,2
20250315,18,11,小雨,小雨,西风,3
20250316,14,8,雾,雾,西风,2
20250317,16,6,多云,多云,西北风,3
20250318,18,7,多云,多云,西北风,3
20250319,19,8,多云,多云,西北风,3
20250320,21,9,多云,多云,西北风,2
20250321,23,9,晴,晴,西风,2
20250322,26,11,晴,晴,北风,2
20250323,29,13,晴,晴,西北风,2
20250324,28,18,多云,多云,西风,3
20250325,32,16,多云,多云,西风,3
20250326,35,19,晴,晴,西南风,3
20250327,34,20,多云,多云,西风,3
20250328,20,10,中雨,中雨,西北风,2
20250329,10,6,中雨,中雨,东北风,2
20250330,7,6,阴,阴,东北风,1
20250331,10,6,小雨,小雨,东风,1
20250401,19,8,多云,多云,东风,2
20250402,23,9,晴,晴,西风,1
20250403,25,11,多云,多云,东风,2
20250404,24,13,阴,阴,东南风,2
20250405,23,15,阴,阴,西北风,2
20250406,27,13,晴,晴,西南风,1
20250407,26,15,小雨,小雨,东风,2
20250408,29,18,小雨,小雨,东南风,2
20250409,27,18,小雨,小雨,东南风,2
20250410,30,18,小雨,小雨,西南风,2
20250411,30,19,小雨,小雨,东南风,2
20250412,22,11,大雨,大雨,西北风,5
20250413,21,8,多云,多云,西风,3
20250414,25,10,晴,晴,西北风,4
20250415,28,13,多云,多云,西风,2
20250416,30,15,阴,阴,西南风,2
20250417,23,19,小雨,小雨,东北风,2
20250418,30,18,小雨,小雨,东风,2
20250419,25,20,大雨,大雨,西风,2
20250420,26,19,小雨,小雨,东南风,2
20250421,27,20,中雨,中雨,东风,2
20250422,28,21,中雨,中雨,西北风,2
20250423,23,19,多云,多云,西北风,2
20250424,22,18,中雨,中雨,西风,2
20250425,19,16,阴,阴,西北风,2
20250426,17,15,小雨,小雨,东风,2
20250427,20,15,小雨,小雨,西北风,1
20250428,28,17,小雨,小雨,西北风,3
20250429,29,16,多云,多云,东北风,2
20250430,28,18,小雨,小雨,东风,2
20250501,29,19,小雨,小雨,西北风,3
20250502,31,17,多云,多云,东南风,2
20250503,32,19,小雨,小雨,西风,2
20250504,30,21,中雨,中雨,东南风,2
20250505,27,20,大雨,大雨,西风,2
20250506,31,20,晴,晴,西北风,1
20250507,29,19,小雨,小雨,东南风,2
20250508,26,19,小雨,小雨,南风,2
20250509,24,18,大雨,大雨,西风,3
20250510,28,16,多云,多云,西北风,4
20250511,25,14,多云,多云,西北风,3
20250512,27,12,晴,晴,东风,2
20250513,28,14,多云,多云,东风,2
20250514,32,16,多云,多云,东风,2
20250515,31,20,小雨,小雨,西风,2
20250516,25,21,中雨,中雨,西南风,2
20250517,28,21,中雨,中雨,东南风,2
20250518,25,22,大雨,大雨,东风,1
20250519,28,23,中雨,中雨,南风,2
20250520,27,22,中雨,中雨,东南风,2
20250521,30,22,中雨,中雨,西南风,2
20250522,31,22,中雨,中雨,东南风,2
20250523,24,20,大雨,大雨,西风,3
20250524,26,18,阴,阴,西风,1
20250525,28,19,小雨,小雨,西南风,2
20250526,27,18,多云,多云,东南风,2
20250527,29,17,阴,阴,东南风,2
20250528,21,17,大雨,大雨,东风,2
20250529,26,17,多云,多云,东风,2
20250530,29,16,多云,多云,东南风,2
20250531,28,20,阴,阴,东风,2
20250601,32,20,小雨,小雨,西南风,2
20250602,27,21,小雨,小雨,西北风,2
20250603,28,20,阴,阴,北风,2
20250604,31,20,小雨,小雨,东风,2
20250605,30,21,多云,多云,东风,2
20250606,34,20,多云,多云,东南风,1
20250607,37,23,多云,多云,西南风,2
20250608,34,24,中雨,中雨,西风,2
20250609,35,24,小雨,小雨,西北风,2
20250610,33,24,中雨,中雨,西北风,2
20250611,30,23,中雨,中雨,西北风,2
20250612,34,22,中雨,中雨,东风,2
20250613,35,23,多云,多云,西风,3
20250614,31,24,中雨,中雨,南风,2
20250615,31,22,大雨,大雨,西北风,3
20250616,33,21,阴,阴,西风,3
20250617,32,21,小雨,小雨,西南风,2
20250618,32,22,小雨,小雨,西南风,2
20250619,31,23,小雨,小雨,东南风,2
20250620,33,23,阴,阴,东南风,3
20250621,35,23,阴,阴,西南风,3
20250622,34,24,小雨,小雨,西南风,2
20250623,28,23,中雨,中雨,西北风,2
20250624,32,22,小雨,小雨,西北风,2
20250625,35,23,阴,阴,南风,2
20250626,36,23,多云,多云,东风,2
20250627,35,24,小雨,小雨,西南风,2
20250628,34,23,中雨,中雨,南风,3
20250629,32,22,小雨,小雨,东风,2
20250630,34,24,阴,阴,东风,3
20250701,37,24,多云,多云,东风,2
20250702,37,25,晴,晴,东风,2
20250703,37,25,晴,晴,东南风,1
20250704,36,24,晴,晴,东风,2
20250705,35,24,多云,多云,东南风,2
20250706,37,25,小雨,小雨,东南风,3
20250707,37,24,多云,多云,西北风,4
20250708,38,24,多云,多云,西北风,3
20250709,30,24,小雨,小雨,东北风,3
20250710,30,25,小雨,小雨,东风,3
20250711,30,24,多云,多云,东风,3
20250712,28,24,小雨,小雨,东南风,1
20250713,29,25,中雨,中雨,西风,1
20250714,35,24,多云,多云,西风,2
20250715,35,24,多云,多云,西南风,2
20250716,34,26,小雨,小雨,西风,2
20250717,33,26,小雨,小雨,北风,2
20250718,33,25,阴,阴,东北风,2
20250719,33,25,阴,阴,东北风,3
20250720,32,26,阴,阴,东风,3
20250721,30,25,小雨,小雨,东风,2
20250722,27,24,小雨,小雨,东风,2
20250723,32,25,多云,多云,东风,3
20250724,34,24,小雨,小雨,东风,3
20250725,28,24,小雨,小雨,西北风,2
20250726,30,25,小雨,小雨,西北风,2
20250727,31,25,小雨,小雨,西北风,2
20250728,32,25,小雨,小雨,西北风,2
20250729,32,26,小雨,小雨,北风,2
20250730,34,26,晴,晴,西风,3
20250731,36,25,晴,晴,西风,1
20250801,36,25,多云,多云,西北风,2
20250802,35,25,小雨,小雨,西南风,2
20250803,33,26,小雨,小雨,西南风,2
20250804,33,26,小雨,小雨,南风,2
20250805,32,26,小雨,小雨,东南风,2
20250806,30,25,中雨,中雨,西南风,3
20250807,30,25,小雨,小雨,西南风,2
20250808,35,24,阴,阴,南风,2
20250809,37,25,阴,阴,西南风,2
20250810,37,25,阴,阴,西南风,2
20250811,34,25,小雨,小雨,西风,2
20250812,34,26,中雨,中雨,东南风,2
20250813,36,25,小雨,小雨,东风,3
20250814,33,26,阴,阴,东南风,4
20250815,34,24,多云,多云,东风,2
20250816,35,24,多云,多云,东风,3
20250817,35,24,晴,晴,东风,3
20250818,36,25,多云,多云,东风,2
20250819,36,25,多云,多云,西南风,2
20250820,34,25,多云,多云,西南风,2
20250821,34,25,中雨,中雨,南风,3
20250822,33,24,小雨,小雨,北风,1
20250823,35,25,中雨,中雨,西南风,2
20250824,36,25,小雨,小雨,南风,2
20250825,35,24,多云,多云,东南风,2
20250826,36,24,小雨,小雨,北风,3
20250827,35,24,多云,多云,东南风,2
20250828,35,24,多云,多云,东风,2
20250829,35,25,多云,多云,东南风,2
20250830,36,25,小雨,小雨,南风,2
20250831,35,25,小雨,小雨,西南风,3
20250901,33,24,小雨,小雨,东南风,2
20250902,33,24,小雨,小雨,西南风,2
20250903,35,24,多云,多云,西风,2
20250904,35,24,小雨,小雨,西风,2
20250905,34,25,小雨,小雨,东南风,2
20250906,36,24,多云,多云,西北风,2
20250907,36,25,多云,多云,东风,2
20250908,33,25,小雨,小雨,东风,2
20250909,34,25,小雨,小雨,南风,2
20250910,31,25,小雨,小雨,东北风,2
20250911,32,24,小雨,小雨,东南风,2
20250912,33,24,小雨,小雨,东北风,2
20250913,34,24,小雨,小雨,东南风,2
20250914,34,24,小雨,小雨,西风,3
20250915,35,24,晴,晴,东风,2
20250916,36,24,多云,多云,东风,2
20250917,37,24,小雨,小雨,北风,3
20250918,36,24,多云,多云,东南风,3
20250919,32,24,小雨,小雨,东风,2
20250920,30,25,小雨,小雨,东南风,1
20250921,31,24,中雨,中雨,东风,2
20250922,34,24,多云,多云,东北风,3
20250923,31,24,小雨,小雨,东北风,3
20250924,29,24,中雨,中雨,东风,2
20250925,33,24,小雨,小雨,东南风,3
20250926,33,23,晴,晴,东南风,2
20250927,34,24,晴,晴,东南风,2
20250928,26,19,晴,晴,西南风,1
20250929,34,24,阴,阴,西北风,2
20250930,33,24,小雨,小雨,西风,2
20251001,35,24,多云,多云,东风,1
20251002,34,24,小雨,小雨,东南风,2
20251003,34,23,多云,多云,东南风,2
20251004,34,23,晴,晴,东风,2
20251005,35,25,晴,晴,西南风,1
20251006,36,23,小雨,小雨,西风,2
20251007,36,24,小雨,小雨,东风,3
20251008,35,24,晴,晴,东南风,2
20251009,36,24,晴,晴,东南风,2
20251010,34,22,晴,晴,东风,2
20251011,35,22,晴,晴,东南风,2
20251012,35,23,多云,多云,东风,2
20251013,34,23,小雨,小雨,西风,2
20251014,30,24,小雨,小雨,西风,2
20251015,31,23,小雨,小雨,西北风,1
20251016,31,23,小雨,小雨,西北风,2
20251017,32,23,小雨,小雨,东南风,2
20251018,32,22,小雨,小雨,西北风,2
20251019,27,21,阴,阴,西北风,2
20251020,25,18,小雨,小雨,北风,2
20251021,19,15,小雨,小雨,北风,2
20251022,22,14,阴,阴,北风,2
20251023,24,13,晴,晴,北风,2
20251024,25,14,晴,晴,西北风,2
20251025,26,16,晴,晴,西风,2
20251026,25,17,多云,多云,西北风,3
20251027,24,17,阴,阴,西北风,2
20251028,24,17,阴,阴,东南风,2
20251029,26,16,多云,多云,东南风,3
20251030,23,18,小雨,小雨,东风,2
20251031,23,18,阴,阴,西北风,3
20251101,22,17,阴,阴,西北风,1
20251102,22,17,阴,阴,东北风,1
20251103,18,16,中雨,中雨,东风,2
20251104,17,13,中雨,中雨,东风,1
20251105,24,15,多云,多云,东风,1
20251106,25,16,多云,多云,东南风,2
20251107,27,18,多云,多云,东南风,2
